ITEM: TIMESTEP
100000
ITEM: NUMBER OF ATOMS
15812
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 4.0459931049461368e+01
0.0000000000000000e+00 4.0459931049461368e+01
0.0000000000000000e+00 4.0459931049461368e+01
ITEM: ATOMS id vx vy vz
11468 -0.718827 -0.763758 -0.631824
4220 -0.0438739 3.95386 0.170961
6779 -0.59755 2.14577 -3.24318
2423 -2.38 0.529295 -3.79091
2290 2.94808 -1.85653 -0.907483
2696 1.12821 -1.37261 -0.991875
10368 -0.70416 -1.43662 -0.326857
6473 -0.883506 -0.647917 0.800449
5041 -3.51601 1.21888 1.17966
11171 -1.94945 2.46412 0.239108
13352 0.217486 0.678525 1.36645
2358 0.794111 1.1784 -3.09734
6723 -1.5705 2.27032 -0.791387
12575 -3.46085 0.764473 1.76446
10786 2.22182 -2.9379 -1.51557
5590 -2.27084 -0.896132 -0.58421
8753 2.47429 -2.27538 0.941676
1594 -1.27496 -0.525672 0.167495
10017 -0.385437 -1.28694 1.35102
10959 -1.19247 2.44795 2.55773
4317 1.50254 0.630788 -2.31147
1887 -1.87062 1.20842 3.60076
261 2.88528 3.78466 0.68383
11616 0.363024 -1.78469 -0.38107
12986 -0.0399336 -0.83323 1.95585
5219 0.186955 2.97902 1.58551
11786 -3.70026 -2.36853 -2.14634
2031 2.17836 0.797511 1.27052
6113 -0.673528 0.717682 0.773316
2839 -1.39678 -3.01379 2.0894
10768 -2.63167 -1.21027 0.2052
11498 -1.59701 1.81905 -4.40376
8283 -1.81695 3.29979 -1.69875
6728 0.70376 -0.0270422 2.95412
3243 -0.615461 2.41629 1.7035
2617 2.01523 1.85054 -3.31683
13456 1.45056 -0.674848 -1.86647
8198 1.34871 -0.0990857 -0.463363
5579 2.03289 -2.23516 -2.06515
9432 -2.18287 0.588369 0.574924
13257 2.27243 -0.418714 -4.65994
13549 -4.05761 -0.330063 -0.470443
9647 1.73924 -1.74024 0.48556
11265 -0.889233 0.44187 1.12188
10099 -1.87409 -1.83203 0.653624
6054 0.937487 -0.310271 0.305394
6654 -0.0479191 0.0993239 0.214839
4711 1.24119 0.856817 -1.31805
1728 0.790547 0.740736 1.16907
10062 -1.08625 2.55093 -0.229022
7557 0.473657 -0.597422 -0.343227
6731 -1.00001 0.327181 2.50085
5303 -1.09622 1.58276 -0.340493
8397 -0.732345 -1.83185 -1.063
102 -0.550764 1.67419 0.779583
14110 2.21343 0.76561 2.24888
3621 -2.54739 2.64806 4.69255
458 0.444286 -0.0580678 3.05058
14467 -0.458741 -0.844204 -0.807055
6151 0.692392 -1.03443 -3.36261
14303 -1.30452 1.23311 -0.755587
7364 0.548124 -1.34697 3.51266
12611 -2.0294 -0.842331 0.0163611
9295 0.0791335 -0.568312 -1.0426
14286 -4.2985 -1.83245 -2.89653
7242 0.0198207 3.68153 2.77111
9333 -1.39109 0.48067 0.612531
15234 -1.45433 -0.469763 -1.31415
10913 -2.237 -0.304155 3.97667
6231 2.41705 1.90819 -1.3415
11130 -2.39382 -3.27074 2.14301
9589 -0.50513 -1.51278 -1.16165
9044 0.571936 -2.36417 4.8147
10641 -0.408308 0.352995 0.302449
9363 0.173688 -0.0203067 1.4987
6335 1.07489 -1.55536 0.215801
8445 -1.704 3.38431 0.342462
14631 -2.04031 0.675599 -2.07594
8170 -2.67875 -0.255637 -1.51589
13826 -2.43741 1.74006 1.19358
15558 2.95941 1.90169 -2.38346
8157 2.35191 -0.890935 1.71658
8403 -2.02143 -2.81552 0.698676
7049 0.0373041 1.02789 3.59727
1097 1.84158 -2.54437 -3.63592
11198 3.0326 -3.89097 0.793439
10992 1.65471 1.08068 -3.34364
9612 0.880618 0.114291 -0.826635
7651 -0.563513 -0.685923 -1.20439
10966 2.86126 -0.304891 0.855287
11358 0.501303 -0.388156 1.5559
13539 -2.34551 2.08121 0.591232
5613 -0.0888663 2.87233 -1.89562
7762 1.27542 1.76112 -1.51214
8132 1.38674 0.405031 -0.225888
4529 2.45248 -1.69281 0.2752
12753 4.08248 2.98327 0.144916
10355 0.105168 -1.22501 1.6818
999 -1.30101 2.27927 1.07959
14392 1.00551 1.68359 2.62296
11390 0.250209 2.07866 -3.39741
14727 0.15101 -2.58762 1.6741
6270 -0.79709 0.0729122 2.97887
13936 2.88549 -3.1097 1.22359
8782 -2.73053 0.145856 -0.691625
12544 0.563414 -1.73215 -1.74897
9614 1.51026 1.61041 2.02021
9954 -1.54102 -2.20017 -4.15586
8254 -1.73863 -0.121109 1.96593
3214 0.354217 -1.83558 1.22968
2317 1.61363 -0.0392257 -0.869764
15591 -0.797285 0.262213 0.308996
3340 -2.13794 1.71925 -1.69075
2687 0.942017 1.43647 -0.00216173
10010 0.687807 1.01752 1.65377
4452 0.285465 -0.17733 -1.29602
3799 0.333302 0.428572 -2.45076
2128 -0.26666 -1.62506 -2.58162
173 -0.81995 0.901246 -0.497373
6300 1.25972 2.12386 0.902039
6959 -2.35223 -1.31534 1.76453
1200 -2.12591 -0.483432 0.151345
5993 -1.23084 1.38055 -3.57464
7837 -0.670642 0.631429 0.0435765
15396 -3.22551 -0.840272 1.43368
14722 1.37294 -0.494258 -3.59739
13228 0.443019 -0.265783 1.98601
13921 1.80957 -0.327195 -0.153218
14580 1.63821 -0.667143 2.61825
5954 0.403406 -0.460066 1.45232
8614 -0.477811 2.40233 -0.835555
12806 -0.647086 -1.46124 2.52853
14451 1.40775 -0.536179 -2.16403
11065 -3.25196 -1.83115 -0.88471
8106 1.57367 1.46185 -0.102642
1208 2.54898 -0.00219349 3.01538
8930 0.241045 -1.46601 3.47992
1507 0.668064 2.42186 2.31657
9346 -0.697747 -3.38754 -1.08491
2708 -2.54316 1.4855 1.0856
10559 -0.907586 -1.47952 -0.749514
2914 -0.750836 3.60009 0.803222
5339 3.40444 -2.78511 1.07737
1828 0.999512 -1.16614 -0.51806
780 1.96619 1.86708 1.00508
11765 -4.07836 0.87526 -0.724949
10636 -0.227875 -0.150592 -1.4797
14892 4.23173 -0.039497 0.209388
4986 2.52138 -1.35034 -0.025013
10171 3.92563 0.700515 3.81735
13655 1.90063 1.36803 2.06849
12110 1.022 0.400154 -1.37248
9953 -2.1449 -1.00964 -3.46495
2273 1.79434 -1.1963 0.409556
11094 -3.32848 -0.221157 -0.722914
11483 0.916286 -3.01537 -2.3505
13691 -0.508993 -1.66806 0.141393
9115 -3.29472 -0.768318 -0.594368
4415 3.97293 -2.84314 0.565454
11463 -3.5161 -0.806428 -2.35965
12722 0.821327 0.902777 0.616421
10026 -0.76686 1.00784 0.30182
2609 -0.279677 -0.377417 1.28235
10629 3.03223 -1.0976 2.0601
8114 -1.15773 -1.64783 -0.310981
9674 1.73142 -1.47776 3.06198
12207 -0.931474 -2.86164 -0.048613
6508 -2.3633 -2.67079 -0.489539
477 2.53451 -2.41227 -0.932796
10280 0.00792644 2.16173 2.71448
943 -3.13825 -0.41119 2.51332
6340 1.95797 0.877969 0.573285
6404 -1.60508 -0.589962 2.65938
7246 -1.8597 1.18908 -3.79896
12254 -1.73097 -0.714248 3.15152
5026 0.697967 -2.13504 -2.35036
4794 1.20145 1.51999 1.01557
9433 0.259235 -0.481376 -2.16508
15321 -2.63886 1.68508 0.0619971
4880 -0.698658 0.288362 -0.0127329
8423 1.36354 -2.58662 2.65172
3589 0.0871734 -0.382665 -1.5067
1626 -0.906323 0.269684 1.67958
977 -2.58074 -0.301273 0.193829
3330 1.14521 1.12467 -0.562552
845 0.753115 -0.86603 1.77413
14205 1.33133 -1.63449 -0.517489
5711 -1.45923 -3.70711 3.35007
9371 0.35522 -2.93719 1.41336
5556 2.6459 -1.56048 1.55122
10536 -0.515279 -3.90071 0.312501
4239 0.920687 -0.41131 0.357443
10773 -1.34441 1.22406 -0.123044
4734 -0.954399 -1.53204 -1.27027
8902 1.36711 -2.68932 -1.04228
1063 2.65441 2.23042 0.989714
1060 -0.892185 0.981844 2.33875
655 2.85972 -3.01373 -2.25477
1272 1.15535 0.123403 0.545841
2847 -0.503201 3.06215 0.673174
10203 -3.81928 0.31138 -2.00372
598 -0.788327 3.36904 -1.64038
13189 -2.90591 3.29492 -2.12724
7811 -0.622805 0.641034 -2.0856
5518 0.133552 1.21061 -3.1849
5623 0.943925 -1.86437 1.05706
7465 0.484365 1.95622 -0.206279
2597 -1.42559 1.95202 1.56383
284 -0.826187 -2.72487 -1.4878
12389 -0.664108 2.35637 2.03954
2352 -0.035378 0.336702 1.67316
9244 2.11765 1.398 -2.2398
2955 1.51495 2.03681 -1.55648
10821 -0.519956 0.0753122 -0.687844
5082 -0.226077 -2.1288 1.3603
9928 0.512272 0.0872507 0.736813
3297 -1.8617 -0.131137 1.12807
5075 -0.302291 -1.51988 2.70511
9122 0.56708 -3.84677 -2.36587
6462 -0.208305 1.32689 -3.68998
8212 1.78919 1.76221 2.74115
8506 0.118415 1.81136 2.90807
5490 0.361303 1.86932 1.69866
827 0.84475 -0.713184 1.49656
12106 0.977618 1.30088 -0.129142
21 1.93348 0.998352 -2.36536
10433 3.41719 0.795488 1.41824
6747 -0.462785 -2.83613 1.0868
6310 -0.418988 -1.54361 -0.327226
12776 -0.491538 0.918958 -0.618028
15089 0.643269 1.75094 -2.29557
6507 0.847994 2.44342 -0.613393
10316 1.79065 -2.97046 -1.26037
14278 -0.952874 0.982366 -2.59379
7445 -2.91187 -1.47316 1.00657
14001 1.15533 -3.76764 1.4054
14038 -1.73963 -0.538698 -2.15953
1774 -2.355 0.884026 0.600355
13298 -2.4263 0.0461075 0.936647
4867 -2.31368 2.15399 -0.930845
12349 0.776494 -1.74192 0.386679
10001 1.63096 -3.78861 1.37662
14076 0.931544 1.09151 -3.7534
1164 2.84733 -1.39512 0.569184
3957 0.220674 -0.0395274 0.572858
1819 -0.215859 -2.29453 -1.06272
5067 2.63696 -0.2207 -1.98219
1327 1.40756 2.70894 0.727078
227 -1.92263 0.361885 -1.07567
8392 -0.84016 -1.72703 -0.00495342
3397 1.20239 -0.668144 -0.347501
3581 -1.05841 -2.84015 0.226609
494 1.36484 -2.83658 -0.768335
8604 4.25083 -2.65932 1.29445
12987 1.07372 0.312982 -0.0213766
766 -1.65349 -0.172682 -0.739905
11410 0.611377 3.5578 -1.72216
1617 -2.27461 0.274336 1.46007
1418 2.33899 0.0931833 -0.181334
5549 1.78562 0.107798 -0.159283
10027 -0.0911847 -0.222407 1.29889
2054 1.22451 -1.09849 0.601155
7815 1.08227 -0.381329 1.06681
11495 1.26219 -1.2453 -2.87803
8772 -0.594865 -1.91119 1.52563
6369 0.133385 1.33774 -3.36737
10144 1.5808 -0.801537 -0.645197
4900 -1.46903 -0.607399 2.72791
11894 -1.41334 -1.13474 -1.18712
6640 1.34639 -0.854205 0.582503
2304 2.33222 -3.37504 0.231656
11512 1.32466 2.51138 -1.0341
7969 -2.42618 -0.507987 3.15425
4188 2.84676 -5.52398 -1.2981
9951 -0.229836 -2.12407 -0.6876
3455 -0.181317 0.377307 1.76877
11123 -4.02929 -0.730287 0.156386
9493 1.91421 0.103035 -2.66646
8939 3.88463 -2.07941 -2.95683
12458 -1.54831 0.496435 -0.105084
8205 -3.35843 -0.524082 2.09426
7136 0.230346 -2.24451 -0.977645
13451 3.2461 4.45686 -0.79608
13113 -2.53336 1.14842 -1.01442
14548 0.0127867 4.38248 2.19765
13272 -0.642827 -1.00652 1.74348
3554 -1.38626 -0.613219 -0.67557
15643 -2.19579 0.28298 0.877554
2694 -2.16505 2.17491 -1.04332
10292 0.0250291 3.83396 -0.061272
15732 2.17933 -2.38013 0.246852
9955 -2.12586 0.455693 2.41742
4162 0.490855 -3.46966 -1.5574
13094 -2.93621 -0.183401 2.5029
11940 -1.73663 -0.959002 2.66869
12178 -1.48882 1.70666 2.17638
7153 1.92203 1.01457 -1.23093
9634 0.351773 -1.29635 1.06625
8152 -2.94975 -0.895026 0.746611
6528 1.66767 -0.695994 -0.0950362
12020 1.23565 -1.80575 2.12921
4400 -3.67883 0.491582 -1.28249
3024 -2.40772 -0.33616 -1.86461
4671 -0.453514 0.436693 -1.68046
10229 -2.67489 0.718748 -1.30575
14055 -2.11098 -2.1152 -3.74324
14496 0.511327 -1.74959 -1.78667
11186 1.87173 0.214865 3.03297
15208 -1.54719 -0.367263 1.01141
8395 -0.0421498 1.69762 -0.312211
273 -0.586447 0.797962 -0.158156
12430 1.02203 -2.46919 2.57129
8804 -0.314919 -0.191282 0.865362
5187 1.82283 1.1138 1.63515
5072 1.19848 -3.65516 -0.117201
7267 1.62898 -2.88274 3.25364
2260 1.2333 1.86495 2.12243
14258 -0.312425 -2.35871 -3.15755
7982 0.496878 -1.0508 3.37089
5279 1.0446 0.636073 0.0427928
5681 1.75011 0.628391 -1.50411
13817 -0.536033 1.92468 0.074524
2766 -1.89799 -1.20476 1.33961
2215 0.364904 0.858518 -0.739182
2257 -1.03397 -0.00526549 3.21491
8514 -0.23838 -0.748137 1.35646
5920 -1.10072 2.83797 -0.880669
11029 2.42624 -0.978289 1.38068
13247 -1.37467 0.863073 -1.96529
12052 -2.31619 -0.943327 -3.34886
6521 0.862776 -0.619015 -0.64965
12939 -1.04606 3.40019 1.54565
6769 -1.80826 3.8345 2.58637
381 -2.09312 0.531792 2.03174
11551 -2.01618 0.251767 0.802398
4199 0.477131 -2.85227 -0.905124
10113 -4.10723 -0.279578 0.411905
28 -1.25301 0.0823675 2.04314
182 0.991967 -1.8306 -3.43956
15269 -1.6407 -3.03254 0.123188
5948 3.0069 -3.60579 -1.58655
13108 1.31246 -1.43059 -1.70742
8261 -0.850922 3.4543 0.100239
9458 -1.27727 0.678133 1.74536
8743 -1.40945 -0.624918 -2.39206
4609 1.11416 1.14338 2.41899
13170 -1.22117 0.563166 -0.971917
10096 -1.11065 -1.77425 -1.67991
15238 -0.163543 0.317792 -2.11546
15706 -0.778758 0.0393503 2.71431
4423 -0.940667 2.44544 3.48839
1020 0.323501 1.47651 -3.23965
8134 -0.0805843 1.55092 -0.651884
11480 -1.31975 -1.49539 -2.37996
14507 2.1778 0.224927 0.17499
7612 -0.106908 0.449804 1.82916
88 0.218392 -0.92016 0.290529
9328 -0.626221 -0.990463 3.17348
10133 2.0125 0.214823 -0.367415
11100 -3.32749 -2.84347 -1.26893
13585 -1.20524 -1.94409 3.12446
7391 -3.04481 -0.778257 -2.31233
14268 0.766905 0.0876053 -0.417803
5203 -1.33657 -0.399885 -1.43822
6695 2.24058 -1.46607 -1.77417
4123 1.81473 0.419822 1.67145
9638 1.40117 0.274413 -1.98391
7728 0.709211 2.56219 -0.151444
4574 -1.71645 3.18576 -2.54288
15276 0.664122 -2.26965 0.94394
2158 2.33104 -0.27953 1.1773
13937 -1.37094 0.954839 1.97349
1779 -0.698724 -1.48951 -0.253496
70 -0.648189 -2.72711 1.76131
14014 -0.944428 0.844665 3.05734
3206 -1.44885 -2.87632 1.58596
11369 0.82231 1.44526 0.202058
6077 1.30124 3.00859 -2.16661
4914 3.26451 1.44345 -2.29256
1542 -3.85986 -1.14512 2.65026
13629 -0.0487521 -2.06017 0.977486
1095 0.414066 0.14614 1.70602
1048 -0.887605 -4.0028 -1.56113
15648 -1.55115 2.24709 0.644311
13039 -0.293796 2.65757 1.84209
8748 0.817908 1.97233 4.4066
10581 1.56902 3.01186 1.85102
12777 -2.54595 0.0710137 -1.43709
5909 0.741322 -1.97339 2.60004
1806 -2.3032 0.203656 -0.774578
2241 1.67018 2.80306 0.873586
10098 -3.41102 -0.775589 2.45541
4815 2.15132 1.9005 2.49154
334 -0.673612 2.98324 1.20794
12453 4.43801 -2.94648 -0.251359
6159 0.630247 -1.55283 -1.45528
5483 0.460235 1.53452 -1.27711
2302 -3.5809 -1.28733 1.61662
3808 1.71319 1.77412 2.71733
7419 -2.61172 -0.343985 -0.829022
12395 -2.70723 -3.77568 0.0683299
1061 -2.24116 1.62839 -2.60511
5543 0.0597452 -1.79022 -0.868531
6025 -0.00360274 -0.0861365 -1.97132
15207 -0.589191 1.13713 1.74804
13090 -1.11751 -0.741146 1.39679
14701 -0.329295 -1.08925 -0.973046
2199 -0.656483 -1.93456 -1.08447
8169 -0.240753 -0.939863 -1.78167
826 -4.10811 -2.74863 -0.480393
5116 -2.20143 1.81989 -0.789882
9762 -0.961119 0.174612 0.971854
6341 -2.36266 4.17717 0.620964
3485 1.20607 2.1622 2.81393
15628 -1.00282 1.13051 -0.62947
14694 -2.23856 -0.0131361 3.09198
8547 -1.69058 -0.304061 -1.15879
10264 1.62464 -0.960106 0.0464696
12048 0.0912614 1.55748 -3.26603
8007 -2.87288 0.256918 1.8335
8467 -0.822587 -2.20401 -1.6139
2123 -0.437118 -0.839924 -0.818275
14812 0.868635 -1.89204 1.00632
14432 1.4724 -0.366081 -3.31531
9438 3.04096 -2.94769 1.99764
1595 -0.0173433 -0.145388 0.315459
8226 2.78538 1.17811 1.63793
3374 -1.716 0.30524 0.939565
3553 0.804606 -0.0305113 -0.548615
10744 -2.69896 0.87059 -4.07246
5335 0.741305 1.74695 -1.7853
10804 -1.25507 -0.454376 4.26083
14745 4.37041 0.960005 3.20016
2820 0.915994 -2.50116 2.14042
9402 -1.83189 -0.415527 0.491957
3078 -4.65748 -2.30913 0.73747
7004 1.15033 3.90549 -0.0374552
1491 0.546461 -1.99836 1.31594
13163 2.62899 -1.77055 1.97001
4228 -1.34959 1.54391 1.08368
7873 -2.72091 0.843599 -0.24516
14997 -0.229337 2.36958 2.05899
6910 1.03734 -0.278202 -2.3625
12652 1.52288 2.55782 3.72891
2651 0.798179 -1.77384 0.925735
8646 1.21675 1.77281 -0.256677
15467 -2.22272 1.20626 2.38825
4563 -0.509632 -0.767484 -1.56151
4996 4.47719 0.879226 -0.349715
8487 0.0183815 -3.78273 -1.43063
2060 -2.11229 -0.193886 4.92167
7420 3.08458 0.162473 0.0119808
14818 2.75015 -0.491512 1.35106
3979 2.68706 2.20377 -1.06362
5594 -0.486034 -1.01368 0.882997
13249 1.87701 -0.70124 -3.33269
840 0.575512 -2.24592 -4.04419
10179 -1.3545 -4.17393 -1.15243
1800 2.20623 -1.12383 0.308489
7667 1.2249 3.76934 -2.47091
12778 1.88943 1.90842 -2.17969
10127 -5.18525 -1.02689 0.414577
5215 1.07413 1.33908 3.19917
15029 -4.52096 -0.572856 -1.27973
9398 2.59718 -1.19142 -1.70932
13918 -3.26364 -1.3187 1.27926
5477 0.186356 -2.13536 -1.02972
13299 -0.994348 -1.54314 -0.191291
11929 -1.37651 -0.0958901 -3.66162
6872 -2.93342 0.600353 2.27544
2229 -1.41875 -2.06157 1.72855
1181 -1.52806 1.21402 1.50269
864 -4.82903 2.00637 -0.786351
6691 -0.99108 -2.94499 2.18277
14125 1.52432 -0.0514283 -1.85582
14950 0.413223 -3.15549 -0.763721
5061 1.9607 0.275752 -1.25361
12298 0.394172 1.48058 0.751255
12510 -1.39675 1.62893 -1.40236
13675 -1.29739 -0.735838 -1.08045
10107 0.294112 0.334096 2.90863
6164 -0.795946 -0.907222 -1.87955
15488 1.61777 1.28706 2.21944
14947 -0.92108 -2.78727 1.99127
2286 0.0319383 0.0684888 -2.48283
2608 0.0939097 -0.992606 -1.65016
11713 1.52163 -0.676211 -1.75746
8798 -2.72315 1.85581 -0.73316
2909 -0.823288 -2.26523 -0.0638292
11611 -0.115528 -2.47424 -0.187898
5136 0.449566 0.96826 2.52697
6687 1.43545 2.08236 -1.33358
14622 1.77346 -1.07289 1.06801
2355 -1.53718 -1.79339 2.69139
6119 2.56668 1.26667 0.950672
10454 0.523792 0.326129 -3.20139
12783 1.15522 0.165488 -3.23856
6831 3.91228 0.963313 1.96981
3870 0.492698 0.161156 -5.07977
2233 -0.251575 0.673174 -4.26715
1361 -4.27555 -0.892214 -0.8532
14972 -0.256524 -0.751906 -1.96082
612 -0.296156 -2.22284 -1.09369
7567 -0.17078 -2.00373 0.93141
3348 2.71214 2.64214 -0.439459
15116 3.9321 0.499675 0.924649
5653 -1.32862 4.14761 0.842965
11868 -1.13675 -2.8749 -3.04993
7561 2.08599 -2.01531 -0.906936
298 -0.424252 1.8301 -2.44926
10825 0.189898 1.48436 1.82453
4462 0.418781 2.702 -1.56856
2457 3.24766 -2.05252 -0.421577
4878 0.281756 -0.713747 2.10252
12846 1.0655 -1.84077 -1.0037
14397 -3.74702 0.705011 0.400796
14333 -0.713323 -3.66114 0.653483
2133 0.982303 2.41209 1.93922
6902 -0.972513 1.43662 -1.03965
2480 2.63337 2.28904 2.05431
4117 -0.105303 -0.885892 -0.818669
14476 3.34644 -0.966992 -1.94826
2619 -3.04663 0.985795 1.4369
4632 -2.43326 0.608628 -0.895441
8920 0.606074 -3.19337 0.159964
11960 0.818052 0.459673 1.12753
14604 -0.138641 -3.20937 2.86865
1459 1.56134 1.75255 -0.15111
14347 -0.0344082 -2.37409 1.68014
9392 0.656989 1.90918 1.51241
5715 2.28052 0.728231 -0.869598
8691 -1.76999 2.23307 -2.3471
8256 -1.82943 -0.0397471 -1.12215
12407 3.69139 2.14521 -0.9467
5703 -0.444525 -1.50711 3.11254
4669 1.69545 -0.116607 -0.974855
9597 2.11511 0.753104 -2.27147
7824 0.604183 -1.37364 1.39519
14516 1.92988 0.723815 -0.836039
1012 1.88125 3.28903 -0.976371
6998 2.49183 0.981174 -2.86904
4234 1.69013 -2.27139 -3.48769
3251 2.50036 -0.30627 -0.550475
4722 -0.925437 0.42527 -0.122218
8304 1.68593 -1.59659 -0.226415
14195 0.667469 -0.480926 -0.823635
7659 0.771838 -1.90421 -1.18605
13178 -3.16444 3.31654 -2.0842
14387 -1.42276 4.63033 -0.404836
10565 -2.44967 -2.64459 -0.0783905
2669 0.642661 4.34487 -2.32112
13050 -1.61119 -2.55538 -5.14942
13085 -1.32121 -0.0879549 0.0840731
8502 -0.222453 1.89458 -1.22075
5027 -2.30064 1.04158 1.2204
11775 -2.99134 2.53276 0.615861
11346 -0.251098 0.340438 0.329193
10410 -1.55978 -1.06399 -2.11697
7641 0.373873 3.21759 -0.456576
1324 0.267842 -0.198224 2.14461
2838 -0.764009 0.784277 0.371635
6372 -0.922895 -0.469131 -1.03919
7530 -3.8656 -1.19346 0.491416
11685 -0.240159 -1.45049 -1.15584
9377 -1.4002 -2.57029 0.628088
11368 2.09976 2.97389 -0.332568
10080 -1.58735 1.16521 0.241725
2446 1.1139 -1.61018 1.045
11460 0.609413 -4.39765 2.06829
8383 -0.51108 -1.22885 -0.160682
14241 1.71685 -2.75401 -5.79631
9300 2.03255 -1.27859 -0.513694
7405 -4.43395 0.319038 1.79112
8963 1.44133 -1.04638 -1.32296
15471 -1.17285 0.400486 -3.00463
14071 -0.0307846 2.70786 0.57433
7915 1.2869 -2.65316 -0.196093
3439 0.0567687 -0.177352 -4.51893
6024 -0.554425 1.18029 -0.109597
713 -4.99564 -3.15193 1.7762
11434 -2.01533 0.250156 -1.54738
9960 -2.54827 0.798441 -0.558231
9450 -0.219204 -3.75008 1.45833
9225 -0.231661 2.04979 -1.59199
12091 -0.885795 -1.59006 -3.32751
14290 0.0637292 -0.672337 0.171121
740 -0.280252 -1.46961 -2.15869
7165 -0.108765 1.23521 1.35751
10487 0.345387 -2.64088 1.59151
2621 -1.21928 0.342681 -1.44395
14104 -0.646113 0.617284 1.90981
13010 2.11954 3.97934 2.58405
7526 0.277499 -0.344401 -0.740114
12083 3.07394 -3.86114 -0.999517
11845 0.616052 -2.04885 0.0690195
9860 0.0723692 0.260033 0.364155
5636 -1.65493 -0.366123 -4.33792
1580 1.71703 -1.69743 -1.66309
2482 -2.09487 1.96124 -3.52919
5872 1.47487 -0.190726 -0.058167
12308 -0.873557 0.0636947 1.93163
7371 0.368295 -0.604236 1.64745
15100 -1.08541 1.92843 3.36361
7223 2.60718 1.15445 3.06978
2611 0.0680541 0.391542 -1.06879
7179 1.073 1.0001 -0.524202
3159 -1.27202 -3.61846 0.196881
4842 0.333077 0.967989 4.16853
4821 2.20761 -0.434896 -0.447383
10668 -1.52844 -0.285514 -0.727115
5625 -1.76022 2.66509 3.29624
651 -0.967869 -0.148112 -1.94648
2072 -1.62566 -1.53965 1.47996
10885 2.28547 -4.03987 -0.308957
2555 0.721197 1.98348 -0.802093
12996 -2.31944 -2.37368 1.59294
6642 2.81464 -0.465348 4.00615
4242 0.214886 4.15381 -0.0222339
641 -1.64926 2.26952 0.111021
2674 1.49833 -1.91214 -2.06193
5044 -2.24532 3.67401 3.30094
4830 -2.37007 -0.288402 -1.54583
14367 1.33874 -2.47563 -1.45066
12016 -0.31805 -2.01375 -0.508948
14113 0.362686 1.20142 0.681234
7893 -2.47098 1.93108 -0.721867
1186 -0.873086 1.69941 0.918543
5674 3.89674 -0.881418 0.9179
11917 -1.52755 2.33781 0.524556
14201 -1.9221 -1.79908 1.29907
1886 1.99905 1.65737 -3.0461
3361 -0.309049 -1.55221 -0.135959
13829 0.577854 -2.36255 0.283614
7285 1.09452 1.78121 0.221832
3293 0.437124 0.120493 -1.44108
9724 0.220635 -1.90857 -0.598732
14735 0.935405 -2.42267 2.79754
14544 -0.783719 -1.58505 1.02538
2139 0.429413 -0.318946 -1.70351
7779 0.270027 2.26721 0.827344
14610 1.88628 -1.07823 -1.44888
4259 1.14915 -3.07423 -1.85339
2505 0.867409 -0.589398 2.38908
6139 1.82171 0.92566 -1.6899
14489 0.494824 1.32664 -0.274156
4275 2.08259 2.17829 -2.58747
10124 0.902988 2.68206 -1.29685
2610 -3.50403 -1.76247 1.27841
1162 -1.66572 2.33067 3.00153
8545 1.12543 1.09236 -0.134041
5237 -0.62236 -4.23334 -0.858587
4112 1.383 -1.00582 -0.573369
13209 -0.642105 0.615887 1.20959
1165 1.24612 0.489895 -1.98917
9914 0.0421951 -1.14724 -2.65648
607 -2.14932 2.34855 2.44736
12555 1.63488 -0.739799 0.0157196
11418 2.59325 0.346829 -1.75679
4811 0.321226 -1.84771 -3.28701
11552 2.00517 -1.77594 -0.466646
866 2.59613 2.57958 0.293881
5705 1.14255 -3.25458 -2.06882
7913 -2.42896 -1.08294 -2.66182
5068 -2.44866 -0.420535 0.620198
2967 1.21326 1.43111 2.88682
6363 0.158893 -0.392985 -1.89809
1410 -0.527321 0.683661 -0.672896
5772 -1.80404 2.65251 2.80871
7007 -1.08371 -1.62832 1.28876
8671 0.339448 -0.769674 0.605276
6198 -1.4015 1.10476 0.385638
13761 0.0444558 -1.09965 1.78871
7135 -0.377119 2.79394 -1.93372
8416 -1.07959 -2.37938 -0.0471239
3913 -2.15703 0.0989992 -0.813008
11324 0.799069 -1.35956 2.5071
1527 1.97088 1.35054 2.67672
6693 -1.50889 3.01463 2.06034
10371 -0.703096 0.925562 1.74901
13270 -0.0108745 -1.71816 2.44843
2931 -0.470581 1.85633 1.65305
6388 -1.4952 -2.05164 1.01003
4357 1.89527 0.662215 -0.598492
5581 -3.88482 0.884464 0.50312
11036 2.16553 1.71133 0.0556619
14849 2.27542 -1.30681 0.841507
3769 -0.338075 1.6931 -0.00772133
11708 0.975261 -0.683671 -1.10799
140 3.48767 -1.64688 -2.19749
8559 0.641552 0.859096 1.14816
5163 -0.471838 0.943594 0.620676
14438 0.0465577 -2.80145 -2.2892
14523 -3.89309 0.843161 2.83602
862 1.21425 -0.197837 0.250786
6245 2.12157 -2.88972 -2.29979
4567 2.5047 -0.316344 -1.09419
5390 0.210656 -0.629137 1.65516
3363 -2.96388 -2.02819 2.13035
7715 -0.930551 -4.21783 -1.83853
9779 1.66367 1.11615 -4.59255
5933 -1.96136 -2.54522 1.35687
2332 1.27208 0.57858 -2.00324
6545 -3.06763 0.940775 1.97296
6265 2.50778 0.253411 -4.77559
13411 -1.15275 -1.26018 0.57908
11099 0.214767 2.26293 -2.50313
12320 -1.06854 1.05413 -2.30373
